Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,HelpfulnessRatio,Year,ReviewLength
374,B30676,A5758,User_373,19,54,5,2010-02-17,Great,This product is absolutely amazing! Totally worth the price.,Positive,0.352,2010,9
375,B67433,A1689,User_374,15,15,1,2017-03-20,Love it,Fast delivery! Product exceeded my expectations.,Negative,2.4,2017,6
376,B81200,A5712,User_375,2,45,4,2011-10-05,Bad quality,Would not recommend. Poor build quality.,Positive,0.044,2011,6
377,B49651,A2294,User_376,42,42,5,2015-09-02,Terrible,Surprisingly good. Better than expected!,Positive,1.024,2015,5
378,B90173,A6674,User_377,6,6,1,2019-07-09,Good product,Terrible quality. Broke after one day. Very disappointed.,Negative,5.333,2019,8
379,B95717,A8247,User_378,8,15,5,2015-04-07,Love it,Would not recommend. Poor build quality.,Positive,0.533,2015,6
380,B79329,A5201,User_379,8,44,3,2019-07-22,Bad quality,Great value for money. Works perfectly.,Neutral,0.182,2019,6
381,B11025,A8849,Anonymous,3,58,2,2015-07-24,Bad quality,Would not recommend. Poor build quality.,Negative,0.052,2015,6
382,B97538,A4505,User_381,34,46,5,2019-10-02,Bad quality,Customer service was unhelpful. Product is fine though.,Positive,0.739,2019,8
383,B82692,A4310,User_382,16,55,5,2011-11-09,Waste of money,Love it! Will buy again for sure.,Positive,0.291,2011,7
384,B49240,A9824,User_383,33,47,5,2010-11-03,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,0.702,2010,9
385,B96951,A5442,User_384,23,26,5,2018-06-05,Waste of money,"It's okay, nothing special. Average product.",Positive,0.885,2018,6
386,B23577,A5450,User_385,31,52,5,2015-07-07,Good product,Terrible quality. Broke after one day. Very disappointed.,Positive,0.596,2015,8
387,B27601,A3249,User_386,0,22,3,2013-08-06,Terrible,"It's okay, nothing special. Average product.",Neutral,0.0,2013,6
388,B44664,A2789,User_387,7,23,2,2012-09-13,Okay,Love it! Will buy again for sure.,Negative,0.304,2012,7
389,B25129,A4920,User_388,8,8,5,2013-09-17,Waste of money,Customer service was unhelpful. Product is fine though.,Positive,5.5,2013,8
390,B24029,A4972,User_389,22,34,5,2013-02-13,Bad quality,Customer service was unhelpful. Product is fine though.,Positive,0.647,2013,8
391,B82512,A1831,User_390,46,50,5,2010-07-26,Bad quality,Love it! Will buy again for sure.,Positive,0.92,2010,7
392,B30374,A9700,User_391,19,19,4,2015-09-08,Great,Terrible quality. Broke after one day. Very disappointed.,Positive,2.053,2015,8
393,B45697,A4697,Anonymous,11,36,4,2012-07-01,Bad quality,"It's okay, nothing special. Average product.",Positive,0.306,2012,6
394,B46930,A4814,User_393,11,41,5,2016-03-04,Terrible,Fast delivery! Product exceeded my expectations.,Positive,0.268,2016,6
395,B89276,A1860,User_394,16,16,4,2017-03-20,Love it,Customer service was unhelpful. Product is fine though.,Positive,2.812,2017,8
396,B37607,A2641,User_395,46,46,5,2014-03-31,Love it,"It's okay, nothing special. Average product.",Positive,1.0,2014,6
397,B54942,A7771,User_396,14,30,5,2014-07-10,Bad quality,Defective out of the box. Waste of money.,Positive,0.467,2014,8
398,B36685,A6411,User_397,40,54,4,2019-03-01,Great,"It's okay, nothing special. Average product.",Positive,0.741,2019,6
399,B93130,A8739,User_398,18,56,5,2012-08-20,Waste of money,Defective out of the box. Waste of money.,Positive,0.321,2012,8
400,B44600,A2647,User_399,7,7,5,2010-11-19,Terrible,Defective out of the box. Waste of money.,Positive,3.571,2010,8
401,B76244,A3252,User_400,14,14,2,2015-02-24,Great,Customer service was unhelpful. Product is fine though.,Negative,2.0,2015,8
402,B74032,A1084,User_401,21,30,5,2014-12-25,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,0.7,2014,8
403,B42914,A3587,User_402,39,52,4,2018-12-26,Terrible,Great value for money. Works perfectly.,Positive,0.75,2018,6
404,B16658,A7666,User_403,20,29,5,2016-06-05,Bad quality,Customer service was unhelpful. Product is fine though.,Positive,0.69,2016,8
405,B22097,A8793,User_404,37,45,4,2015-01-10,Love it,Terrible quality. Broke after one day. Very disappointed.,Positive,0.822,2015,8
406,B93136,A8822,User_405,19,19,5,2010-12-27,Terrible,Terrible quality. Broke after one day. Very disappointed.,Positive,1.0,2010,8
407,B65518,A4267,User_406,28,59,4,2019-08-10,Bad quality,Would not recommend. Poor build quality.,Positive,0.475,2019,6
408,B46265,A5706,User_407,3,38,1,2015-08-04,Good product,Love it! Will buy again for sure.,Negative,0.079,2015,7
409,B15778,A6262,User_408,6,52,5,2015-01-06,Okay,Love it! Will buy again for sure.,Positive,0.115,2015,7
410,B10464,A5676,User_409,27,54,1,2013-07-18,Terrible,Love it! Will buy again for sure.,Negative,0.5,2013,7
411,B53719,A1969,User_410,11,11,4,2011-05-02,Okay,Surprisingly good. Better than expected!,Positive,2.455,2011,5
412,B27146,A2465,User_411,3,48,5,2015-07-31,Terrible,Customer service was unhelpful. Product is fine though.,Positive,0.062,2015,8
413,B93507,A4804,User_412,16,16,5,2018-05-11,Okay,Terrible quality. Broke after one day. Very disappointed.,Positive,1.312,2018,8
414,B44335,A9767,User_413,11,41,5,2017-04-30,Good product,Would not recommend. Poor build quality.,Positive,0.268,2017,6
415,B31178,A1611,User_414,29,29,5,2010-03-14,Love it,Defective out of the box. Waste of money.,Positive,1.517,2010,8
416,B67912,A3868,User_415,2,28,4,2011-02-25,Waste of money,Great value for money. Works perfectly.,Positive,0.071,2011,6
417,B82309,A7846,User_416,18,18,3,2014-07-11,Okay,Great value for money. Works perfectly.,Neutral,1.167,2014,6
418,B66057,A3880,User_417,43,45,4,2014-08-16,Good product,Defective out of the box. Waste of money.,Positive,0.956,2014,8
419,B83519,A1595,User_418,1,10,5,2010-05-27,Okay,"It's okay, nothing special. Average product.",Positive,0.1,2010,6
420,B11267,A7504,User_419,23,33,5,2016-04-01,Love it,"It's okay, nothing special. Average product.",Positive,0.697,2016,6
421,B24663,A9116,User_420,33,49,5,2016-02-28,Okay,Love it! Will buy again for sure.,Positive,0.673,2016,7
422,B19862,A4052,User_421,6,6,5,2010-01-01,Good product,Customer service was unhelpful. Product is fine though.,Positive,4.333,2010,8
423,B29536,A5742,User_422,40,43,1,2019-04-06,Bad quality,Surprisingly good. Better than expected!,Negative,0.93,2019,5
424,B81511,A1613,User_423,0,57,4,2011-01-08,Good product,Would not recommend. Poor build quality.,Positive,0.0,2011,6
425,B14722,A1151,User_424,7,33,1,2018-11-18,Great,Great value for money. Works perfectly.,Negative,0.212,2018,6
426,B58393,A5888,User_425,22,58,4,2016-10-10,Love it,Love it! Will buy again for sure.,Positive,0.379,2016,7
427,B86350,A2758,User_426,19,19,4,2016-12-10,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,1.947,2016,9
428,B82420,A6489,User_427,5,49,5,2017-02-24,Great,Love it! Will buy again for sure.,Positive,0.102,2017,7
429,B29410,A5662,User_428,21,37,4,2013-06-01,Love it,This product is absolutely amazing! Totally worth the price.,Positive,0.568,2013,9
430,B66333,A8444,User_429,23,23,2,2019-12-25,Bad quality,Fast delivery! Product exceeded my expectations.,Negative,1.043,2019,6
431,B26704,A9901,User_430,9,9,2,2015-09-14,Okay,Terrible quality. Broke after one day. Very disappointed.,Negative,1.889,2015,8
432,B15482,A9590,User_431,16,31,5,2016-04-22,Bad quality,Defective out of the box. Waste of money.,Positive,0.516,2016,8
433,B50404,A9092,User_432,11,51,5,2012-04-27,Good product,Terrible quality. Broke after one day. Very disappointed.,Positive,0.216,2012,8
434,B57795,A3198,User_433,5,14,2,2017-05-05,Great,Love it! Will buy again for sure.,Negative,0.357,2017,7
435,B15229,A9261,User_434,25,36,1,2017-07-13,Okay,Terrible quality. Broke after one day. Very disappointed.,Negative,0.694,2017,8
436,B56898,A8668,User_435,19,19,5,2015-02-12,Good product,Would not recommend. Poor build quality.,Positive,1.368,2015,6
437,B37535,A5470,User_436,2,2,1,2013-10-28,Love it,Fast delivery! Product exceeded my expectations.,Negative,3.5,2013,6
438,B99399,A4159,User_437,18,36,5,2014-01-28,Bad quality,Surprisingly good. Better than expected!,Positive,0.5,2014,5
439,B42706,A2845,User_438,41,56,5,2019-04-04,Good product,Fast delivery! Product exceeded my expectations.,Positive,0.732,2019,6
440,B97416,A6417,User_439,0,39,1,2010-08-11,Okay,Great value for money. Works perfectly.,Negative,0.0,2010,6
441,B23473,A3662,User_440,7,7,1,2019-02-27,Great,Would not recommend. Poor build quality.,Negative,4.0,2019,6
442,B56357,A8518,Anonymous,39,39,5,2012-07-02,Great,Terrible quality. Broke after one day. Very disappointed.,Positive,1.128,2012,8
443,B83385,A5215,User_442,43,43,4,2019-06-21,Bad quality,Surprisingly good. Better than expected!,Positive,1.116,2019,5
444,B63264,A4050,User_443,34,55,4,2015-02-05,Good product,Terrible quality. Broke after one day. Very disappointed.,Positive,0.618,2015,8
445,B91351,A1230,User_444,22,22,5,2013-09-21,Okay,Customer service was unhelpful. Product is fine though.,Positive,1.773,2013,8
446,B30257,A6523,User_445,13,39,5,2016-04-13,Terrible,Customer service was unhelpful. Product is fine though.,Positive,0.333,2016,8
447,B41029,A5833,Anonymous,10,10,5,2018-08-10,Love it,"It's okay, nothing special. Average product.",Positive,3.4,2018,6
448,B31299,A4164,User_447,45,45,5,2016-12-13,Love it,Fast delivery! Product exceeded my expectations.,Positive,1.044,2016,6
449,B33206,A3875,User_448,7,7,4,2016-09-23,Okay,Surprisingly good. Better than expected!,Positive,6.286,2016,5
450,B64040,A7643,User_449,19,28,1,2015-04-22,Terrible,Customer service was unhelpful. Product is fine though.,Negative,0.679,2015,8
451,B13248,A8007,User_450,29,29,5,2018-01-14,Great,"It's okay, nothing special. Average product.",Positive,1.655,2018,6
452,B33509,A9442,User_451,12,55,5,2017-05-15,Bad quality,Would not recommend. Poor build quality.,Positive,0.218,2017,6
453,B53540,A6372,User_452,37,59,4,2014-01-28,Waste of money,Surprisingly good. Better than expected!,Positive,0.627,2014,5
454,B63964,A2421,User_453,9,9,5,2018-01-11,Waste of money,"It's okay, nothing special. Average product.",Positive,5.333,2018,6
455,B97806,A7567,User_454,38,38,2,2015-01-28,Bad quality,Defective out of the box. Waste of money.,Negative,1.184,2015,8
456,B42527,A2562,User_455,27,27,4,2011-04-13,Okay,Surprisingly good. Better than expected!,Positive,1.778,2011,5
457,B44970,A4027,User_456,7,48,1,2011-02-04,Terrible,Love it! Will buy again for sure.,Negative,0.146,2011,7
458,B30866,A3303,User_457,35,35,4,2018-07-08,Terrible,"It's okay, nothing special. Average product.",Positive,1.2,2018,6
459,B24168,A8822,User_458,12,12,1,2017-05-22,Love it,Terrible quality. Broke after one day. Very disappointed.,Negative,1.583,2017,8
460,B60140,A6301,User_459,31,31,2,2012-06-27,Great,Love it! Will buy again for sure.,Negative,1.032,2012,7
461,B15075,A5064,User_460,25,35,2,2010-01-09,Good product,Defective out of the box. Waste of money.,Negative,0.714,2010,8
462,B71694,A1111,User_461,36,36,5,2013-10-30,Terrible,Customer service was unhelpful. Product is fine though.,Positive,1.056,2013,8
463,B39154,A5272,User_462,20,25,5,2013-12-25,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,0.8,2013,9
464,B36158,A7284,User_463,21,21,5,2019-04-23,Good product,"It's okay, nothing special. Average product.",Positive,2.286,2019,6
465,B70332,A4858,User_464,3,3,5,2017-02-08,Waste of money,Would not recommend. Poor build quality.,Positive,13.667,2017,6
466,B55830,A8319,Anonymous,30,30,4,2018-12-21,Good product,"It's okay, nothing special. Average product.",Positive,1.4,2018,6
467,B50001,A5374,User_466,17,17,3,2013-04-10,Great,This product is absolutely amazing! Totally worth the price.,Neutral,2.353,2013,9
468,B39831,A6400,User_467,8,37,5,2016-02-22,Bad quality,Defective out of the box. Waste of money.,Positive,0.216,2016,8
469,B39219,A5947,User_468,23,23,3,2015-11-09,Great,Defective out of the box. Waste of money.,Neutral,1.0,2015,8
470,B13101,A1187,User_469,36,55,5,2014-03-12,Good product,Love it! Will buy again for sure.,Positive,0.655,2014,7
471,B96511,A5285,User_470,22,22,1,2017-11-15,Okay,Surprisingly good. Better than expected!,Negative,2.182,2017,5
472,B35313,A6890,User_471,21,21,5,2011-03-12,Terrible,Would not recommend. Poor build quality.,Positive,1.905,2011,6
473,B62227,A4871,User_472,1,1,1,2010-07-07,Bad quality,Love it! Will buy again for sure.,Negative,16.0,2010,7
474,B53025,A2017,User_473,23,30,5,2011-11-04,Okay,Would not recommend. Poor build quality.,Positive,0.767,2011,6
475,B46517,A2936,User_474,20,54,4,2015-07-10,Good product,Would not recommend. Poor build quality.,Positive,0.37,2015,6
476,B19099,A8625,User_475,10,10,5,2011-07-30,Terrible,This product is absolutely amazing! Totally worth the price.,Positive,3.8,2011,9
477,B46585,A6026,User_476,27,27,1,2019-03-21,Love it,Love it! Will buy again for sure.,Negative,1.481,2019,7
478,B56025,A3616,User_477,38,45,5,2018-01-15,Okay,Would not recommend. Poor build quality.,Positive,0.844,2018,6
479,B94080,A7642,User_478,12,31,5,2018-04-30,Okay,Great value for money. Works perfectly.,Positive,0.387,2018,6
480,B76768,A9233,User_479,4,4,4,2018-02-03,Good product,This product is absolutely amazing! Totally worth the price.,Positive,2.5,2018,9
481,B62386,A6095,User_480,37,37,5,2014-08-04,Waste of money,Defective out of the box. Waste of money.,Positive,1.216,2014,8
482,B99065,A2923,User_481,9,9,5,2011-03-15,Good product,This product is absolutely amazing! Totally worth the price.,Positive,2.0,2011,9
483,B80282,A5833,User_482,10,39,4,2012-11-07,Okay,Terrible quality. Broke after one day. Very disappointed.,Positive,0.256,2012,8
484,B53404,A7021,User_483,12,45,5,2016-11-07,Terrible,Terrible quality. Broke after one day. Very disappointed.,Positive,0.267,2016,8
485,B13617,A4618,User_484,23,23,5,2012-03-13,Waste of money,Would not recommend. Poor build quality.,Positive,1.957,2012,6
486,B25118,A4590,User_485,34,34,5,2012-02-08,Good product,Love it! Will buy again for sure.,Positive,1.294,2012,7
487,B44237,A3188,User_486,0,43,1,2011-05-10,Bad quality,Defective out of the box. Waste of money.,Negative,0.0,2011,8
488,B33405,A8834,User_487,39,47,3,2019-07-23,Good product,This product is absolutely amazing! Totally worth the price.,Neutral,0.83,2019,9
489,B86099,A3509,User_488,43,59,5,2014-05-29,Okay,Love it! Will buy again for sure.,Positive,0.729,2014,7
490,B44795,A8454,User_489,18,22,5,2012-06-02,Okay,This product is absolutely amazing! Totally worth the price.,Positive,0.818,2012,9
491,B15014,A7121,User_490,11,16,4,2015-02-16,Love it,This product is absolutely amazing! Totally worth the price.,Positive,0.688,2015,9
492,B24208,A7813,User_491,0,0,5,2019-04-01,Good product,Great value for money. Works perfectly.,Positive,0.0,2019,6
493,B88193,A9998,User_492,7,54,3,2018-10-06,Okay,Terrible quality. Broke after one day. Very disappointed.,Neutral,0.13,2018,8
494,B66959,A8714,User_493,30,30,3,2012-02-20,Bad quality,This product is absolutely amazing! Totally worth the price.,Neutral,1.467,2012,9
495,B55309,A9806,User_494,11,30,4,2018-01-14,Great,Great value for money. Works perfectly.,Positive,0.367,2018,6
496,B51114,A4578,User_495,41,41,4,2013-10-16,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,1.146,2013,8
497,B67199,A5054,User_496,32,56,5,2011-03-18,Great,Great value for money. Works perfectly.,Positive,0.571,2011,6
498,B89457,A2341,User_497,44,54,1,2018-06-29,Waste of money,Love it! Will buy again for sure.,Negative,0.815,2018,7
499,B77033,A9609,User_498,25,41,5,2014-08-25,Bad quality,Surprisingly good. Better than expected!,Positive,0.61,2014,5
500,B25157,A8319,User_499,38,52,5,2010-07-10,Good product,Terrible quality. Broke after one day. Very disappointed.,Positive,0.731,2010,8
501,B60488,A9653,User_500,27,55,5,2017-02-06,Love it,Customer service was unhelpful. Product is fine though.,Positive,0.491,2017,8
502,B85574,A6927,User_501,4,33,4,2019-05-24,Okay,Surprisingly good. Better than expected!,Positive,0.121,2019,5
503,B34914,A2279,User_502,7,8,4,2017-07-16,Okay,Love it! Will buy again for sure.,Positive,0.875,2017,7
504,B43386,A2838,User_503,21,21,5,2016-08-08,Okay,This product is absolutely amazing! Totally worth the price.,Positive,1.143,2016,9
505,B15817,A2011,User_504,12,12,5,2011-05-20,Good product,Defective out of the box. Waste of money.,Positive,2.167,2011,8
506,B67154,A9972,User_505,24,24,2,2018-08-29,Waste of money,Love it! Will buy again for sure.,Negative,1.875,2018,7
507,B10221,A9281,User_506,22,47,5,2015-01-20,Bad quality,Great value for money. Works perfectly.,Positive,0.468,2015,6
508,B78146,A4312,User_507,17,17,5,2015-02-17,Okay,Great value for money. Works perfectly.,Positive,1.706,2015,6
509,B80575,A9792,User_508,44,50,5,2017-05-21,Great,Great value for money. Works perfectly.,Positive,0.88,2017,6
510,B97900,A3455,User_509,11,11,5,2016-08-10,Okay,Great value for money. Works perfectly.,Positive,4.182,2016,6
511,B35825,A3695,User_510,22,39,5,2015-08-28,Good product,Love it! Will buy again for sure.,Positive,0.564,2015,7
512,B57739,A6375,User_511,16,16,4,2011-07-06,Bad quality,Defective out of the box. Waste of money.,Positive,3.0,2011,8
513,B66531,A9525,User_512,14,14,5,2015-08-06,Love it,"It's okay, nothing special. Average product.",Positive,3.286,2015,6
514,B19171,A8239,User_513,19,41,5,2010-01-18,Bad quality,Great value for money. Works perfectly.,Positive,0.463,2010,6
515,B97062,A2904,User_514,14,14,1,2015-12-13,Great,"It's okay, nothing special. Average product.",Negative,1.214,2015,6
516,B53279,A4365,User_515,14,14,1,2018-04-04,Okay,Defective out of the box. Waste of money.,Negative,1.214,2018,8
517,B91678,A9008,User_516,1,54,4,2010-07-18,Okay,Defective out of the box. Waste of money.,Positive,0.019,2010,8
518,B51145,A2489,User_517,3,38,5,2016-03-16,Terrible,Surprisingly good. Better than expected!,Positive,0.079,2016,5
519,B96951,A9361,User_518,12,12,5,2014-11-08,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,2.417,2014,8
520,B26334,A8298,User_519,16,16,2,2019-05-29,Great,Customer service was unhelpful. Product is fine though.,Negative,2.0,2019,8
521,B49363,A1911,User_520,31,31,5,2016-07-24,Terrible,Would not recommend. Poor build quality.,Positive,1.129,2016,6
522,B76469,A8429,User_521,8,8,4,2015-06-02,Bad quality,Customer service was unhelpful. Product is fine though.,Positive,2.125,2015,8
523,B50538,A3161,User_522,36,39,5,2015-09-14,Love it,Love it! Will buy again for sure.,Positive,0.923,2015,7
524,B97410,A9409,User_523,18,19,5,2018-10-05,Waste of money,Would not recommend. Poor build quality.,Positive,0.947,2018,6
525,B63528,A7806,User_524,25,25,5,2011-12-27,Great,Defective out of the box. Waste of money.,Positive,1.84,2011,8
526,B52753,A8484,User_525,26,26,4,2017-10-04,Okay,Customer service was unhelpful. Product is fine though.,Positive,1.038,2017,8
527,B62743,A1945,User_526,20,20,4,2016-06-27,Bad quality,Fast delivery! Product exceeded my expectations.,Positive,1.95,2016,6
528,B48752,A8575,User_527,17,17,3,2011-12-13,Great,Terrible quality. Broke after one day. Very disappointed.,Neutral,1.118,2011,8
529,B82667,A6049,User_528,12,12,1,2018-03-12,Okay,Customer service was unhelpful. Product is fine though.,Negative,4.0,2018,8
530,B26683,A1356,User_529,15,15,5,2019-02-22,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,2.133,2019,8
531,B35144,A7487,User_530,8,8,5,2011-06-10,Okay,"It's okay, nothing special. Average product.",Positive,1.375,2011,6
532,B65108,A5169,User_531,11,11,5,2011-03-01,Love it,Love it! Will buy again for sure.,Positive,1.273,2011,7
533,B97153,A1049,User_532,40,43,5,2014-05-06,Bad quality,Terrible quality. Broke after one day. Very disappointed.,Positive,0.93,2014,8
534,B59695,A4570,User_533,37,37,5,2017-05-17,Good product,"It's okay, nothing special. Average product.",Positive,1.027,2017,6
535,B98777,A2196,User_534,1,18,5,2016-09-25,Okay,Great value for money. Works perfectly.,Positive,0.056,2016,6
536,B32810,A1742,User_535,28,59,5,2016-10-18,Love it,"It's okay, nothing special. Average product.",Positive,0.475,2016,6
537,B90676,A7941,User_536,6,6,5,2019-11-25,Good product,Love it! Will buy again for sure.,Positive,6.667,2019,7
538,B84593,A6644,User_537,9,56,3,2013-08-11,Bad quality,Surprisingly good. Better than expected!,Neutral,0.161,2013,5
539,B49446,A2044,User_538,1,34,4,2015-08-27,Waste of money,Great value for money. Works perfectly.,Positive,0.029,2015,6
540,B63225,A9866,User_539,10,47,2,2019-11-20,Waste of money,Defective out of the box. Waste of money.,Negative,0.213,2019,8
541,B81819,A1987,User_540,12,17,5,2014-04-25,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,0.706,2014,9
542,B10053,A2130,User_541,9,15,5,2014-09-11,Bad quality,"It's okay, nothing special. Average product.",Positive,0.6,2014,6
543,B49829,A8734,User_542,13,54,3,2016-10-30,Great,"It's okay, nothing special. Average product.",Neutral,0.241,2016,6
544,B47606,A1519,User_543,17,38,5,2017-10-07,Love it,Terrible quality. Broke after one day. Very disappointed.,Positive,0.447,2017,8
545,B37549,A5703,User_544,3,3,5,2018-07-20,Love it,Defective out of the box. Waste of money.,Positive,2.667,2018,8
546,B66346,A7698,User_545,38,58,4,2012-10-13,Bad quality,Customer service was unhelpful. Product is fine though.,Positive,0.655,2012,8
547,B86019,A3948,User_546,24,24,2,2013-01-25,Terrible,Fast delivery! Product exceeded my expectations.,Negative,1.125,2013,6
548,B89516,A3218,User_547,2,31,5,2014-06-18,Terrible,Would not recommend. Poor build quality.,Positive,0.065,2014,6
549,B95813,A7887,Anonymous,19,39,4,2013-11-05,Good product,"It's okay, nothing special. Average product.",Positive,0.487,2013,6
550,B52237,A7135,User_549,5,12,5,2013-04-19,Good product,Customer service was unhelpful. Product is fine though.,Positive,0.417,2013,8
551,B70946,A7266,User_550,26,44,4,2015-01-29,Terrible,Fast delivery! Product exceeded my expectations.,Positive,0.591,2015,6
552,B67905,A8348,User_551,1,16,5,2019-01-10,Bad quality,Would not recommend. Poor build quality.,Positive,0.062,2019,6
553,B67954,A7184,User_552,28,48,5,2011-07-01,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,0.583,2011,9
554,B98555,A7154,User_553,36,36,5,2011-07-20,Good product,Terrible quality. Broke after one day. Very disappointed.,Positive,1.028,2011,8
555,B38010,A2314,User_554,2,5,5,2014-08-18,Okay,Customer service was unhelpful. Product is fine though.,Positive,0.4,2014,8
556,B77000,A9835,User_555,15,18,4,2016-10-03,Bad quality,Terrible quality. Broke after one day. Very disappointed.,Positive,0.833,2016,8
557,B72021,A3178,User_556,12,12,2,2017-11-07,Terrible,Would not recommend. Poor build quality.,Negative,2.417,2017,6
558,B32241,A6697,User_557,39,56,1,2019-12-10,Love it,Surprisingly good. Better than expected!,Negative,0.696,2019,5
559,B96356,A2943,User_558,1,59,5,2018-05-24,Bad quality,"It's okay, nothing special. Average product.",Positive,0.017,2018,6
560,B21114,A3924,User_559,16,25,5,2015-09-30,Bad quality,Great value for money. Works perfectly.,Positive,0.64,2015,6
561,B47196,A9802,User_560,13,13,5,2013-05-09,Okay,Fast delivery! Product exceeded my expectations.,Positive,3.077,2013,6
562,B77561,A7439,User_561,11,30,3,2019-06-16,Good product,Defective out of the box. Waste of money.,Neutral,0.367,2019,8
563,B97012,A9664,User_562,34,53,2,2017-11-13,Bad quality,Love it! Will buy again for sure.,Negative,0.642,2017,7
564,B92960,A3086,User_563,3,3,1,2016-02-22,Waste of money,"It's okay, nothing special. Average product.",Negative,14.0,2016,6
565,B91167,A4648,User_564,0,59,4,2019-08-27,Great,Great value for money. Works perfectly.,Positive,0.0,2019,6
566,B53933,A1056,User_565,38,38,5,2013-07-09,Terrible,Love it! Will buy again for sure.,Positive,1.158,2013,7
567,B22240,A1372,User_566,7,7,4,2017-12-25,Waste of money,Customer service was unhelpful. Product is fine though.,Positive,2.0,2017,8
568,B40784,A5888,User_567,24,24,4,2018-04-07,Good product,Love it! Will buy again for sure.,Positive,1.042,2018,7
569,B98184,A8585,Anonymous,12,12,5,2016-03-17,Love it,This product is absolutely amazing! Totally worth the price.,Positive,3.0,2016,9
570,B50687,A9920,User_569,20,31,4,2017-02-04,Great,"It's okay, nothing special. Average product.",Positive,0.645,2017,6
571,B39444,A7948,User_570,48,58,4,2012-06-09,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,0.828,2012,8
572,B36100,A9715,User_571,30,37,5,2012-04-02,Great,Surprisingly good. Better than expected!,Positive,0.811,2012,5
573,B29313,A7214,User_572,24,37,4,2012-05-08,Terrible,Defective out of the box. Waste of money.,Positive,0.649,2012,8
574,B13201,A4762,User_573,22,55,5,2016-12-31,Good product,Terrible quality. Broke after one day. Very disappointed.,Positive,0.4,2016,8
575,B16057,A5055,User_574,23,27,5,2018-01-05,Bad quality,Great value for money. Works perfectly.,Positive,0.852,2018,6
576,B42092,A8546,User_575,37,52,5,2013-04-05,Love it,"It's okay, nothing special. Average product.",Positive,0.712,2013,6
577,B72277,A6671,Anonymous,27,29,2,2017-09-13,Good product,Surprisingly good. Better than expected!,Negative,0.931,2017,5
578,B90120,A3541,User_577,2,2,5,2013-11-15,Great,Love it! Will buy again for sure.,Positive,10.0,2013,7
579,B19545,A5516,User_578,27,27,4,2017-07-17,Waste of money,"It's okay, nothing special. Average product.",Positive,1.556,2017,6
580,B69692,A4088,User_579,2,2,3,2011-06-28,Terrible,Love it! Will buy again for sure.,Neutral,8.5,2011,7
581,B64321,A2848,User_580,35,44,4,2017-12-19,Terrible,Customer service was unhelpful. Product is fine though.,Positive,0.795,2017,8
582,B92544,A1527,User_581,34,53,5,2017-04-16,Good product,This product is absolutely amazing! Totally worth the price.,Positive,0.642,2017,9
583,B85454,A7868,User_582,33,33,4,2011-12-30,Bad quality,Would not recommend. Poor build quality.,Positive,1.333,2011,6
584,B35485,A1256,User_583,8,15,4,2015-08-26,Waste of money,"It's okay, nothing special. Average product.",Positive,0.533,2015,6
585,B60328,A4943,User_584,21,21,5,2016-02-01,Bad quality,Great value for money. Works perfectly.,Positive,1.762,2016,6
586,B74799,A4376,User_585,29,31,3,2017-10-14,Bad quality,Love it! Will buy again for sure.,Neutral,0.935,2017,7
587,B62383,A2102,User_586,37,37,1,2017-02-21,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Negative,1.162,2017,8
588,B41979,A2653,User_587,7,7,2,2013-08-13,Great,Customer service was unhelpful. Product is fine though.,Negative,4.714,2013,8
589,B29342,A1550,User_588,31,54,2,2017-12-19,Good product,Great value for money. Works perfectly.,Negative,0.574,2017,6
590,B95990,A8314,User_589,2,7,2,2011-04-18,Good product,Defective out of the box. Waste of money.,Negative,0.286,2011,8
591,B10726,A1797,User_590,2,56,2,2018-07-14,Okay,Would not recommend. Poor build quality.,Negative,0.036,2018,6
592,B23970,A5009,User_591,5,5,5,2013-12-13,Good product,Customer service was unhelpful. Product is fine though.,Positive,5.4,2013,8
593,B65724,A1724,User_592,13,13,3,2016-04-22,Terrible,This product is absolutely amazing! Totally worth the price.,Neutral,3.308,2016,9
594,B38683,A7590,User_593,14,31,4,2015-05-22,Great,Would not recommend. Poor build quality.,Positive,0.452,2015,6
595,B33053,A8191,User_594,34,34,5,2016-07-15,Waste of money,Love it! Will buy again for sure.,Positive,1.176,2016,7
596,B77889,A4839,User_595,9,9,4,2016-05-26,Good product,Great value for money. Works perfectly.,Positive,2.444,2016,6
597,B70889,A9843,User_596,2,2,5,2017-06-25,Great,Defective out of the box. Waste of money.,Positive,19.5,2017,8
598,B16582,A4559,User_597,10,58,2,2017-12-18,Good product,Fast delivery! Product exceeded my expectations.,Negative,0.172,2017,6
599,B83060,A1924,User_598,11,11,3,2014-09-06,Waste of money,This product is absolutely amazing! Totally worth the price.,Neutral,4.273,2014,9
